 n_tokens_title, n_tokens_content, n_unique_tokens, n_non_stop_words, n_non_stop_unique_tokens, num_hrefs, num_self_hrefs, num_imgs, num_videos, average_token_length, num_keywords, data_channel_is_lifestyle, data_channel_is_entertainment, data_channel_is_bus, data_channel_is_socmed, data_channel_is_tech, data_channel_is_world, kw_min_min, kw_max_min, kw_avg_min, kw_min_max, kw_max_max, kw_avg_max, kw_min_avg, kw_max_avg, kw_avg_avg, self_reference_min_shares, self_reference_max_shares, self_reference_avg_sharess, weekday_is_monday, weekday_is_tuesday, weekday_is_wednesday, weekday_is_thursday, weekday_is_friday, weekday_is_saturday, weekday_is_sunday, is_weekend, LDA_00, LDA_01, LDA_02, LDA_03, LDA_04, global_subjectivity, global_sentiment_polarity, global_rate_positive_words, global_rate_negative_words, rate_positive_words, rate_negative_words, avg_positive_polarity, min_positive_polarity, max_positive_polarity, avg_negative_polarity, min_negative_polarity, max_negative_polarity, title_subjectivity, title_sentiment_polarity, abs_title_subjectivity, abs_title_sentiment_polarity, shares
12.0,1100.0,0.437384898308,0.999999998503,0.597305388327,12.0,7.0,26.0,0.0,4.53636363636,6.0,0.0,0.0,0.0,0.0,1.0,0.0,217.0,3500.0,1333.5,0.0,69100.0,19516.6666667,0.0,3500.0,1901.80182366,1400.0,3500.0,2100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.200134783137,0.318501291462,0.0333349923423,0.0333342073814,0.414694725677,0.474234600741,0.0896025661086,0.0481818181818,0.0190909090909,0.716216216216,0.283783783784,0.327427917994,0.05,0.8,-0.321825396825,-0.9,-0.1,0.577272727273,0.268181818182,0.0772727272727,0.268181818182,4700
11.0,608.0,0.297693919711,0.999999997409,0.277202071821,69.0,4.0,65.0,0.0,4.35032894737,7.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,602.0,136.2,0.0,843300.0,332814.285714,0.0,3730.47397918,2348.83441913,3600.0,5600.0,4600.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0286650794707,0.0285768799298,0.028675627379,0.0285744870233,0.885507926197,0.471212121212,0.163636363636,0.0148026315789,0.00328947368421,0.818181818182,0.181818181818,0.266666666667,0.1,0.5,-0.4,-0.5,-0.3,0.0,0.0,0.5,0.0,1700
8.0,289.0,0.707224331912,0.999999994595,0.816216211804,5.0,3.0,0.0,21.0,4.39446366782,10.0,0.0,0.0,0.0,0.0,0.0,0.0,217.0,1500.0,555.0,0.0,69100.0,33610.0,0.0,34955.5,5291.84622592,1900.0,22800.0,12350.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0200243864641,0.264882416124,0.120685052682,0.574391821294,0.0200163234365,0.509166666667,-0.00681423611111,0.0311418685121,0.0449826989619,0.409090909091,0.590909090909,0.434444444444,0.16,1.0,-0.319358974359,-0.6,-0.1,0.0,0.0,0.5,0.0,17800
12.0,191.0,0.649425283624,0.999999992,0.695999994432,18.0,3.0,15.0,1.0,5.10471204188,8.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,498.0,115.454285714,0.0,843300.0,518100.0,0.0,9606.94915254,5586.32097621,862.0,19500.0,10181.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0250190015057,0.276992984071,0.0250013482924,0.647985762162,0.0250009039689,0.554166666667,0.0770833333333,0.0314136125654,0.0157068062827,0.666666666667,0.333333333333,0.380555555556,0.2,0.5,-0.444444444444,-0.5,-0.333333333333,1.0,-1.0,0.5,1.0,17800
5.0,84.0,0.771084328059,0.999999982456,0.842105248384,3.0,3.0,1.0,0.0,4.47619047619,5.0,0.0,0.0,1.0,0.0,0.0,0.0,217.0,533.0,428.8,3100.0,51900.0,18300.0,1450.66666667,2536.61793519,2001.87821651,1800.0,4800.0,3300.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.837831658833,0.040061252178,0.0400009756333,0.0403421839578,0.0417639293984,0.467532467532,0.180735930736,0.0833333333333,0.0,1.0,0.0,0.180735930736,0.136363636364,0.333333333333,0.0,0.0,0.0,0.0,0.0,0.5,0.0,884
10.0,1087.0,0.448922211388,0.999999998428,0.639937105912,12.0,5.0,0.0,1.0,4.63569457222,10.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,579.0,214.9,22100.0,690400.0,176760.0,1921.39495798,6189.28282828,3429.15669842,991.0,991.0,991.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.454098723074,0.0205967635249,0.02007336842,0.48523047315,0.0200006718315,0.354047209104,0.0906083562902,0.0469181232751,0.0110395584177,0.809523809524,0.190476190476,0.230962566845,0.0333333333333,0.6,-0.265046296296,-0.6,-0.1,0.260606060606,0.0848484848485,0.239393939394,0.0848484848485,1500
5.0,848.0,0.424314659804,0.999999997934,0.601239668179,19.0,4.0,1.0,0.0,4.60613207547,8.0,0.0,0.0,1.0,0.0,0.0,0.0,217.0,1400.0,494.0,8200.0,617900.0,162312.5,2229.09677419,15940.3846154,6198.81972754,1700.0,14700.0,5625.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.899645752754,0.0250151408409,0.0250531775425,0.025060084743,0.0252258441201,0.45424048174,0.192833277833,0.060141509434,0.0129716981132,0.822580645161,0.177419354839,0.362171717172,0.0333333333333,1.0,-0.245887445887,-0.8,-0.0714285714286,0.0,0.0,0.5,0.0,7400
11.0,126.0,0.619834705621,0.999999985294,0.705882342561,5.0,1.0,1.0,0.0,4.38888888889,7.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,1600.0,518.714285714,1600.0,690400.0,157285.714286,1600.0,3306.68077403,2641.42321985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0285754339389,0.0286464078027,0.168319491786,0.028573872989,0.745884793483,0.340740740741,0.087037037037,0.0396825396825,0.015873015873,0.714285714286,0.285714285714,0.37,0.25,0.4,-0.233333333333,-0.3,-0.166666666667,0.4,0.4,0.1,0.4,1200
12.0,923.0,0.426829267819,0.999999998099,0.631178706024,10.0,5.0,3.0,0.0,4.61105092091,6.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,640.0,236.4,0.0,843300.0,278100.0,0.0,3582.05483298,2261.39522456,1400.0,1800.0,1666.66666667,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0333341065006,0.0333340775316,0.60600642124,0.0333338566144,0.293991538114,0.447196771482,0.0130869923727,0.0411700975081,0.0390032502709,0.513513513514,0.486486486486,0.274029961267,0.05,0.6,-0.259645061728,-0.9,-0.1,0.0,0.0,0.5,0.0,613
11.0,90.0,0.766666658148,0.999999982143,0.892857126913,3.0,3.0,0.0,5.0,4.33333333333,10.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,824.0,250.285714286,0.0,843300.0,266330.0,0.0,8805.75609756,3405.42513455,1300.0,3100.0,2200.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0200980244021,0.0200176176249,0.0200285101107,0.919854450438,0.0200013974242,0.465025252525,0.154924242424,0.0333333333333,0.0111111111111,0.75,0.25,0.278787878788,0.136363636364,0.5,-0.216666666667,-0.216666666667,-0.216666666667,0.3,0.15,0.2,0.15,764
10.0,124.0,0.796747961002,0.999999987805,0.853658526175,3.0,3.0,1.0,1.0,4.81451612903,7.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,655.0,126.941428571,8000.0,843300.0,502842.857143,2433.68492123,6951.38020341,4746.56995989,9300.0,9300.0,9300.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0285717268508,0.171162589813,0.171328951941,0.600364671068,0.0285720603276,0.407323232323,-0.0325757575758,0.0322580645161,0.0403225806452,0.444444444444,0.555555555556,0.341666666667,0.166666666667,0.5,-0.345,-0.4,-0.125,1.0,-1.0,0.5,1.0,982
11.0,898.0,0.466292134308,0.99999999812,0.654135337116,16.0,6.0,1.0,0.0,4.84966592428,7.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,970.0,373.333333333,0.0,843300.0,286900.0,0.0,41442.5,8476.07786734,4700.0,14600.0,9650.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.885318026551,0.0285728515584,0.0285956904168,0.028571795966,0.0289416355073,0.378193381961,0.182282215501,0.0356347438753,0.00445434298441,0.888888888889,0.111111111111,0.431902732684,0.0333333333333,1.0,-0.128571428571,-0.2,-0.0714285714286,0.2,-0.133333333333,0.3,0.133333333333,4000
11.0,1949.0,0.311983470913,0.999999999127,0.454624781453,15.0,7.0,16.0,0.0,4.49102103643,8.0,0.0,0.0,0.0,0.0,1.0,0.0,217.0,1200.0,577.571428571,0.0,51900.0,19575.0,0.0,3493.6,2227.43691898,1600.0,6900.0,3866.66666667,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025332305013,0.29687128588,0.149661676385,0.0252457585145,0.502888974208,0.502058910271,0.105303398953,0.0302719343253,0.0159055926116,0.655555555556,0.344444444444,0.332973805855,0.05,0.6,-0.193862007168,-1.0,-0.05,0.0,0.0,0.5,0.0,1900
10.0,393.0,0.542635657513,0.999999995671,0.731601728435,3.0,2.0,4.0,1.0,4.7786259542,6.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,649.0,155.0,17300.0,843300.0,383066.666667,2796.15789474,3851.39423077,3207.38122168,663600.0,663600.0,663600.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0333338218382,0.0333372792622,0.0333340012129,0.0333333970098,0.866661500677,0.385269993165,0.0900546821599,0.0534351145038,0.0229007633588,0.7,0.3,0.256210059781,0.0333333333333,0.5,-0.202777777778,-0.4,-0.1,0.4,0.1,0.1,0.1,3600
13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,1100.0,237.798571429,0.0,843300.0,368483.375,0.0,7216.34590698,3198.82843639,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0250038823081,0.0255370631877,0.147061783271,0.777395652062,0.0250016191715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.645833333333,0.0416666666667,0.145833333333,0.0416666666667,1100
12.0,571.0,0.594356259975,0.999999997199,0.770308121092,8.0,0.0,1.0,0.0,4.69702276708,10.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1200.0,385.5,0.0,843300.0,99280.0,0.0,5839.06666667,1896.617346,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.133297489353,0.0202737847899,0.0200048663898,0.0203339652415,0.806089894225,0.51757870917,0.140748720976,0.0525394045534,0.0297723292469,0.63829787234,0.36170212766,0.392622655123,0.1,1.0,-0.250735294118,-0.6,-0.0666666666667,0.651515151515,0.245454545455,0.151515151515,0.245454545455,180
10.0,228.0,0.689189186085,0.999999992481,0.819548866018,2.0,1.0,1.0,0.0,4.60087719298,10.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,4900.0,878.0,0.0,843300.0,122070.0,0.0,4900.0,2670.7258704,2200.0,2200.0,2200.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.256865738462,0.0200027914745,0.568296593896,0.0200013529913,0.134833523176,0.487142857143,0.196428571429,0.0394736842105,0.0,1.0,0.0,0.326587301587,0.214285714286,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,525
9.0,652.0,0.478939156819,0.999999997183,0.678873237524,10.0,7.0,1.0,0.0,4.6472392638,5.0,0.0,0.0,0.0,0.0,0.0,1.0,217.0,465.0,349.4,615.0,69100.0,28983.0,540.0,3272.29411765,2085.25485761,577.0,10800.0,3982.42857143,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0400005372095,0.0400058384088,0.839990858312,0.0400005093334,0.0400022567366,0.370893920894,0.0499861249861,0.0245398773006,0.021472392638,0.533333333333,0.466666666667,0.312987012987,0.1,0.6,-0.218452380952,-0.4,-0.1,0.0,0.0,0.5,0.0,1200
9.0,453.0,0.580188677877,0.99999999654,0.688581312496,16.0,5.0,0.0,1.0,4.83885209713,4.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,294.0,130.25,15800.0,843300.0,279725.0,1933.4137931,3276.54188784,2552.77036284,695.0,695.0,695.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0500047228677,0.524988182794,0.323981362305,0.0510256997809,0.050000032252,0.452920073753,0.128508297258,0.0441501103753,0.0176600441501,0.714285714286,0.285714285714,0.430898268398,0.136363636364,0.9,-0.408333333333,-0.6,-0.166666666667,0.0,0.0,0.5,0.0,3400
11.0,647.0,0.624790618719,0.999999997543,0.756756754897,29.0,6.0,1.0,0.0,4.7542503864,4.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,294.0,139.5,15800.0,690400.0,210100.0,2190.96226415,3309.41412026,2660.43341957,2500.0,2700.0,2600.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0500047231607,0.52497661638,0.323991996852,0.0510266313566,0.0500000322505,0.355324675325,0.13891955267,0.0370942812983,0.0200927357032,0.648648648649,0.351351351351,0.410921717172,0.136363636364,1.0,-0.376923076923,-0.8,-0.0333333333333,0.1,0.3,0.4,0.3,712
9.0,171.0,0.625730990493,0.999999989011,0.846153836855,4.0,3.0,0.0,1.0,4.50877192982,10.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,646.0,112.5,17000.0,843300.0,402700.0,2490.0177717,5841.3065289,3467.66967152,2500.0,2500.0,2500.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020036769612,0.020012094461,0.1204809579,0.119897485382,0.719572692645,0.513333333333,0.223333333333,0.0292397660819,0.00584795321637,0.833333333333,0.166666666667,0.546666666667,0.3,1.0,-0.5,-0.5,-0.5,0.0,0.0,0.5,0.0,648
10.0,1002.0,0.438438438,0.999999998261,0.629565216296,2.0,2.0,1.0,1.0,4.31437125749,8.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,517.0,123.0,2400.0,843300.0,149550.0,987.857142857,3416.45732163,2158.23290298,1100.0,1100.0,1100.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0250000912668,0.899778693707,0.0250001939405,0.0250358379649,0.0251851831211,0.490797709235,0.166162799874,0.0748502994012,0.0299401197605,0.714285714286,0.285714285714,0.42176969697,0.05,1.0,-0.331851851852,-0.7,-0.0714285714286,0.666666666667,0.333333333333,0.166666666667,0.333333333333,720
10.0,200.0,0.587939695538,0.999999991803,0.737704911986,4.0,0.0,2.0,0.0,4.835,7.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,49.0,9.0,0.0,843300.0,343757.142857,0.0,5941.82252922,3502.9339444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0285745567238,0.0290717089891,0.17162478481,0.74215201286,0.0285769366174,0.3,-0.172222222222,0.0,0.02,0.0,1.0,0.0,0.0,0.0,-0.258333333333,-0.333333333333,-0.1,0.0,0.0,0.5,0.0,1700
14.0,350.0,0.651428569567,0.999999995392,0.834101378645,3.0,2.0,0.0,1.0,4.42,6.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,1.59,-0.3525,0.0,843300.0,485750.0,0.0,5373.83171094,2781.06266147,1300.0,1700.0,1500.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.866659670088,0.0333361509047,0.0333348047155,0.0333349271906,0.0333344471015,0.533492063492,0.201031746032,0.06,0.0171428571429,0.777777777778,0.222222222222,0.460714285714,0.1,1.0,-0.306481481481,-0.6,-0.05,0.55,0.3,0.05,0.3,4200
12.0,187.0,0.663043474657,0.99999999115,0.805309727387,2.0,0.0,0.0,1.0,4.49732620321,6.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,88.0,46.3333333333,0.0,843300.0,167700.0,0.0,4072.46121593,1686.66364371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0333398352757,0.866580614358,0.0333374246066,0.0334058072188,0.0333363185411,0.639393939394,-0.151515151515,0.0267379679144,0.0213903743316,0.555555555556,0.444444444444,0.187272727273,0.1,0.5,-0.575,-1.0,-0.15,0.0,0.0,0.5,0.0,1200
7.0,281.0,0.630434780325,0.999999993464,0.836601301722,7.0,0.0,0.0,1.0,4.46263345196,6.0,0.0,1.0,0.0,0.0,0.0,0.0,217.0,2900.0,880.333333333,2600.0,617900.0,138433.333333,1880.0,4450.0,3233.61821494,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0340667514366,0.86572337393,0.0333341906605,0.0334046424625,0.0334710415102,0.610214211076,0.2394723093,0.0640569395018,0.0213523131673,0.75,0.25,0.453409090909,0.1,1.0,-0.258333333333,-0.5,-0.05,0.9,0.3,0.4,0.3,1200
13.0,610.0,0.508445945087,0.999999997462,0.652284262304,11.0,9.0,2.0,0.0,4.84754098361,10.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,670.0,232.2,539.0,843300.0,290223.9,539.0,4321.99230769,2851.98414032,572.0,709.0,640.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.511494249503,0.427115787448,0.020925426952,0.0202631161344,0.0202014199626,0.355282041191,0.145272202545,0.0229508196721,0.00491803278689,0.823529411765,0.176470588235,0.379332096475,0.1,0.8,-0.138888888889,-0.166666666667,-0.125,0.0,0.0,0.5,0.0,965
14.0,42.0,0.976190452948,0.999999967742,0.999999967742,1.0,0.0,0.0,1.0,5.16666666667,8.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,719.0,334.0,0.0,690400.0,328425.0,0.0,4578.87665782,2824.27742736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.149984509846,0.0250144938858,0.650073881312,0.149924823305,0.0250022916503,0.375,0.1875,0.0238095238095,0.0,1.0,0.0,0.375,0.375,0.375,0.0,0.0,0.0,0.3,1.0,0.2,1.0,1500
11.0,510.0,0.572564611188,0.999999996633,0.744107741602,8.0,3.0,1.0,3.0,4.57450980392,8.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,457.0,122.125,53200.0,843300.0,381250.0,2740.61676647,5970.0361991,4449.89214083,1200.0,3100.0,2150.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0250002604065,0.0254972010496,0.0250003365899,0.899126020168,0.0253761817865,0.456888327722,0.0843118686869,0.0313725490196,0.0196078431373,0.615384615385,0.384615384615,0.463920454545,0.1,1.0,-0.43875,-0.8,-0.05,0.0,0.0,0.5,0.0,569
7.0,195.0,0.67179486835,0.999999990991,0.855855848145,5.0,3.0,1.0,0.0,5.02051282051,3.0,0.0,1.0,0.0,0.0,0.0,0.0,217.0,423.0,330.0,17600.0,51900.0,36300.0,1889.20408163,2672.45323741,2359.626472,2500.0,2500.0,2500.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0666731913836,0.731535586168,0.0669585047082,0.0681660323699,0.0666666853706,0.33547008547,0.149145299145,0.0820512820513,0.0205128205128,0.8,0.2,0.340208333333,0.0333333333333,0.5,-0.301388888889,-0.4,-0.155555555556,0.0,0.0,0.5,0.0,4700
10.0,267.0,0.611538459186,0.999999994083,0.757396445223,9.0,3.0,0.0,0.0,4.87640449438,8.0,0.0,0.0,0.0,0.0,1.0,0.0,217.0,454.0,298.4,0.0,51900.0,22187.5,0.0,2939.23913043,1697.48856791,1300.0,4700.0,3000.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0250331889508,0.0250638918555,0.189091338142,0.0250056804943,0.735805900558,0.398708062771,0.0926068722944,0.0337078651685,0.0224719101124,0.6,0.4,0.252597402597,0.1,0.5,-0.123611111111,-0.2,-0.05,0.0,0.0,0.5,0.0,899
10.0,261.0,0.575289573068,0.999999993243,0.722972968088,2.0,1.0,1.0,0.0,4.80842911877,5.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,843300.0,249660.0,0.0,4174.37367491,2304.4670937,45100.0,45100.0,45100.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0406090133413,0.0400043738355,0.0400674030233,0.0400634896186,0.839255720181,0.611666666667,-0.111666666667,0.0153256704981,0.0229885057471,0.4,0.6,0.3275,0.1,0.8,-0.525,-1.0,-0.125,1.0,-1.0,0.5,1.0,1400
